OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
16816,1956,CA,CDF,TURNER,10/6/1956,,14,8,1,386.9856,1950-1959,2701681.152,7790.926139
16817,1956,CA,CDF,CASACCIA #6,,,14,8,1,380.7321,1950-1959,2453888.359,6692.803801
16818,1956,CA,USF,?JOLLEY?,6/25/1956,,14,8,1,377.1027,1950-1959,2255820.426,6373.982857
16819,1956,CA,CDF,PEARSON LBR. CO.,9/8/1956,,14,8,1,349.6787,1950-1959,2462457.156,6417.904387
16820,1956,CA,CDF,SAM BABB,9/5/1956,,14,8,1,316.5762,1950-1959,2126138.602,6183.312203
16821,1956,CA,CDF,GILL #3,7/27/1956,,14,8,1,312.9708,1950-1959,1949065.559,5883.308871
16822,1956,CA,CCO,,8/11/1956,,14,8,1,286.2794,1950-1959,1717097.922,6241.709668
16823,1956,CA,CDF,COTHRIN,7/11/1956,,14,8,1,279.6096,1950-1959,1855056.613,6443.318805
16824,1956,CA,CDF,SAN ANTONIO,8/23/1956,,14,8,1,263.765,1950-1959,1730973.383,6849.092205
16825,1956,CA,CDF,CORRAL DE TIERRA,11/10/1956,,14,8,1,245.443,1950-1959,1542281.164,5823.859245
16826,1956,CA,USF,,8/19/1956,,1,8,1,242.7927,1950-1959,1614172.441,7045.885897
16827,1956,CA,CCO,,8/18/1956,,14,8,1,233.0135,1950-1959,1387796.773,5268.346996
16828,1956,CA,CDF,CRAFTON,9/8/1956,,14,8,1,226.3171,1950-1959,1337724.836,4843.738451
16829,1956,CA,CCO,,11/6/1956,,14,8,1,217.9086,1950-1959,1294314.453,6387.144494
16830,1956,CA,USF,,,,14,8,1,209.4139,1950-1959,1258284.813,4543.252562
16831,1956,CA,USF,SAINT CLAIR,7/26/1956,,1,8,1,205.3755,1950-1959,1465863.586,5219.072316
16832,1956,CA,CDF,LITTLE DARBY,8/28/1956,,14,8,1,197.8833,1950-1959,1344613.395,4736.152646
16833,1956,CA,USF,CAMEL CREEK,,,9,8,1,175.28,1950-1959,1254783.719,6099.002085
16834,1956,CA,CCO,,8/16/1956,,14,8,1,173.8923,1950-1959,1040251.102,5226.995092
16835,1956,CA,CDF,BEEGUM,8/12/1956,,14,8,1,168.5258,1950-1959,1175522.984,6619.845951
16836,1956,CA,USF,,,,9,8,1,166.8959,1950-1959,1054364.645,4681.616038
16837,1956,CA,CDF,RIDGEWOOD,9/29/1956,,14,8,1,164.464,1950-1959,1114085.258,5411.804966
16838,1956,CA,USF,,,,9,8,1,162.4053,1950-1959,1128470.074,5893.288839
16839,1956,CA,USF,,,,14,8,1,159.7063,1950-1959,1056632.582,4480.352666
16840,1956,CA,CCO,,9/5/1956,,14,8,1,150.3426,1950-1959,890336.0977,4901.5295
16841,1956,CA,USF,AHLGREN,8/19/1956,,1,8,1,146.3515,1950-1959,1051981.645,4838.266438
16842,1956,CA,CDF,HILLTOP,8/25/1956,,14,8,1,139.7145,1950-1959,823725.5039,5445.876663
16843,1956,CA,CCO,,8/16/1956,,14,8,1,134.1766,1950-1959,799049.3555,3901.369861
16844,1956,CA,USF,,,,1,8,1,128.2431,1950-1959,739641.1914,4241.239327
16845,1956,CA,CCO,,8/16/1956,,14,8,1,125.7388,1950-1959,749402.7969,3839.013946
16846,1956,CA,USF,,9/1/1956,,3,8,1,122.4561,1950-1959,810441.4492,6464.474665
16847,1956,CA,USF,,,,14,8,1,118.3718,1950-1959,701774.8984,3475.529091
16848,1956,CA,CDF,STERLING,7/4/1956,,14,8,1,117.8358,1950-1959,698254.6758,3636.303554
16849,1956,CA,USF,DEAD HORSE,8/20/1956,,1,8,1,116.7435,1950-1959,842097.6016,4294.591072
16850,1956,CA,USF,,,,14,8,1,113.7039,1950-1959,674502.1211,3722.696555
16851,1956,CA,CCO,IRVINE LAKE,11/29/1956,,14,8,1,112.8472,1950-1959,662569.5547,3869.174252
16852,1956,CA,USF,,,,9,8,1,96.94378,1950-1959,556806.3359,3486.371148
16853,1956,CA,USF,,,,14,8,1,83.49579,1950-1959,494111.7969,3354.51528
16854,1956,CA,CCO,,12/29/1956,,14,8,1,82.20201,1950-1959,482857.3789,4160.376584
16855,1956,CA,USF,,,,9,8,1,79.8397,1950-1959,543159.582,2915.98691
16856,1956,CA,CCO,,6/25/1956,,14,8,1,73.87812,1950-1959,437774.4258,2801.118291
16857,1956,CA,CCO,,6/19/1956,,14,8,1,64.52981,1950-1959,382207.2539,2773.882094
16858,1956,CA,CCO,,7/21/1956,,14,8,1,54.21861,1950-1959,321408.25,3082.742723
16859,1956,CA,CCO,,3/12/1956,,14,8,1,47.45738,1950-1959,281719.1914,3215.791974
16860,1956,CA,CCO,,12/8/1956,,14,8,1,46.07373,1950-1959,272948.9766,2616.799157
16861,1956,CA,USF,,,,9,8,1,44.80582,1950-1959,260206.0938,2212.85483
16862,1956,CA,USF,,,,9,8,1,44.15379,1950-1959,253841.5547,1986.339367
16863,1956,CA,CCO,,9/15/1956,,14,8,1,39.92988,1950-1959,238619.2539,2367.274183
16864,1956,CA,CCO,,8/24/1956,,14,8,1,36.37263,1950-1959,215827.3164,2396.741328
16865,1956,CA,USF,,,,9,8,1,34.77554,1950-1959,201361.0781,1964.902813
16866,1956,CA,USF,FEHELY,11/19/1956,,5,8,1,27.27664,1950-1959,199225.2031,2212.686704
16867,1956,CA,CCO,,10/24/1956,,14,8,1,25.93455,1950-1959,153571.6523,2148.436071
16868,1956,CA,USF,FRANKIE,8/20/1956,,1,8,1,24.32194,1950-1959,177626.7734,1612.803414
16869,1956,CA,USF,NORTH ,4/22/1956,4/23/1956,1,6,1,23.14563,1950-1959,150678.7578,1538.240464
16870,1956,CA,USF,,,,14,8,1,22.64782,1950-1959,134497.4883,1380.959161
16871,1956,CA,NPS,GRANITE #,8/3/1956,8/5/1956,1,8,1,21.57896,1950-1959,135544.7734,1942.795459
16872,1956,CA,USF,,,,14,8,1,21.03221,1950-1959,124883.457,1331.043857
16873,1956,CA,CCO,,11/25/1956,,14,8,1,19.22076,1950-1959,114074.5039,1481.984957
16874,1956,CA,USF,LOOKOUT SPRING,11/16/1956,,5,8,1,19.20462,1950-1959,139337.6758,1484.326937
16875,1956,CA,CCO,,9/15/1956,,14,8,1,19.06625,1950-1959,112503.9766,1219.197396
16876,1956,CA,CCO,STONE CYN,12/24/1956,,14,8,1,18.16026,1950-1959,107431.4102,1553.227017
16877,1956,CA,USF,,,,9,8,1,17.22068,1950-1959,106503.75,1516.894227
16878,1956,CA,CCO,,11/3/1956,,14,8,1,14.88181,1950-1959,88259.43359,1197.192575
16879,1956,CA,CCO,,4/20/1956,,14,8,1,14.30089,1950-1959,84968.11328,1735.257382
16880,1956,CA,USF,OSBORN,11/23/1956,11/23/1956,9,8,1,14.1951,1950-1959,92282.4375,1723.232597
16881,1956,CA,CCO,,11/22/1956,,14,8,1,11.73294,1950-1959,69581.18359,1033.489388
16882,1956,CA,CCO,,7/10/1956,,14,8,1,11.7326,1950-1959,69858.96094,1155.305154
16883,1956,CA,USF,,,,1,8,1,10.87012,1950-1959,67488.71875,1207.053258
16884,1956,CA,USF,,,,9,8,1,10.13709,1950-1959,69120.78906,969.0861561
16885,1956,CA,CCO,,12/25/1956,,14,8,1,9.936311,1950-1959,58820.51172,939.1548943
16886,1956,CA,USF,,,,1,8,1,9.625055,1950-1959,59433.26563,1096.245433
16887,1956,CA,USF,PERRIN ,10/3/1956,10/3/1956,9,6,1,9.481697,1950-1959,61437.98828,1168.302964
16888,1956,CA,CCO,,11/10/1956,,14,8,1,9.422801,1950-1959,55791.01953,957.1648152
16889,1956,CA,CCO,,11/1/1956,,14,8,1,9.124198,1950-1959,53995.84375,1217.008484
16890,1956,CA,NPS,,,,1,8,1,8.945923,1950-1959,57983.60547,854.7642171
16891,1956,CA,CCO,STONE CYN 2,12/28/1956,,14,8,1,8.781429,1950-1959,51953.04297,1457.055898
16892,1956,CA,CCO,,7/12/1956,,14,8,1,8.735622,1950-1959,51561.75391,1223.337623
16893,1956,CA,USF,WATT LAKE,7/26/1956,,1,8,1,4.978954,1950-1959,34607.53516,660.3037432
16894,1956,CA,USF,FOX RIDGE,8/21/1956,,1,8,1,4.978426,1950-1959,36229.04688,675.5953451
16895,1956,CA,USF,FOX RIDGE,8/21/1956,,1,8,1,4.978402,1950-1959,36205.24219,675.3741253
16896,1956,CA,USF,COON CREEK,8/21/1956,,1,8,1,4.978329,1950-1959,36235.4375,675.6550708
16897,1956,CA,USF,EVANOW,8/16/1956,,2,8,1,4.978019,1950-1959,36249.84375,675.7889912
16898,1956,CA,CCO,,7/20/1956,,14,8,1,4.804587,1950-1959,28431.39453,810.0919461
16899,1956,CA,USF,SKRIBER MILL,7/10/1956,,2,8,1,3.98308,1950-1959,27878.24219,592.6403436
16900,1956,CA,USF,MUDSPRING,8/19/1956,,1,8,1,3.673865,1950-1959,26530.77344,743.0988841
16901,1956,CA,CCO,,7/12/1956,,14,8,1,2.903779,1950-1959,17211.80078,530.0338329
16902,1956,CA,USF,GRASS,8/28/1956,,5,8,1,2.788226,1950-1959,20021.51563,502.2347886
16903,1956,CA,USF,DEER LICK,7/26/1956,,1,8,1,2.489362,1950-1959,17916.01563,475.0935147
16904,1955,CA,USF,REFUGIO,9/6/1955,,9,8,1,79428.71,1950-1959,474525032.1,156119.0861
16905,1955,CA,USF,HAYSTACK,9/4/1955,,1,8,1,59639.93,1950-1959,434365211.5,114183.1026
16906,1955,CA,CDF,HEALY LOGGING CO.,9/2/1955,,14,8,1,22508.66,1950-1959,160875037,62186.06871
16907,1955,CA,USF,MCGEE,9/2/1955,,9,8,1,18252.86,1950-1959,115317734.4,80119.64719
16908,1955,CA,USF,DUTCH CREEK,9/4/1955,,1,8,1,17922.22,1950-1959,131033052.6,56757.85358
16909,1955,CA,USF,,,,1,8,1,17903.75,1950-1959,125802595.4,68328.90756
16910,1955,CA,CCO,VENTU PARK,11/7/1955,,14,8,1,13956.84,1950-1959,82596807.71,48589.40796
16911,1955,CA,USF,KIDDER CREEK,9/4/1955,,1,8,1,12226.63,1950-1959,88310058.56,45489.56454
16912,1955,CA,CDF,BURKETT,9/3/1955,,14,8,1,11573.62,1950-1959,72356318.14,58283.77338
16913,1955,CA,CDF,MUD SPRINGS,9/3/1955,,14,8,1,8234.211,1950-1959,56303165.02,37676.55982
16914,1955,CA,CDF,OAKVALE LODGE,9/1/1955,,14,8,1,8197.543,1950-1959,47446995.16,47694.29278
16915,1955,CA,CDF,FLETCHER,9/4/1955,,14,8,1,6516.866,1950-1959,41873753.55,41801.59198
16916,1955,CA,USF,SIX MILE,9/4/1955,,1,8,1,5847.599,1950-1959,41866773.52,37064.46529
16917,1955,CA,CDF,GATES CANYON,9/2/1955,,14,8,1,5551.796,1950-1959,36610478.31,33458.31763
16918,1955,CA,CDF,GOAT CANYON,7/30/1955,,14,8,1,4994.367,1950-1959,30966338.93,28988.35306
16919,1955,CA,CDF,C. JOHNSON,9/3/1955,,14,8,1,4231.692,1950-1959,29479432.84,33851.14833
16920,1955,CA,CCO,,11/6/1955,,14,8,1,4216.224,1950-1959,25025060.34,61069.48069
16921,1955,CA,CDF,JACK ALBEE,9/3/1955,,14,8,1,4156.979,1950-1959,28889669.37,27669.2117
16922,1955,CA,USF,,,,14,8,1,4065.611,1950-1959,28511321.49,36986.11407
16923,1955,CA,CDF,FRENCH GULCH,9/4/1955,,14,8,1,3549.829,1950-1959,25032858.41,21996.89723
16924,1955,CA,USF,,,,1,8,1,3214.393,1950-1959,22613973.79,23491.02889
16925,1955,CA,CDF,STATE HWY 128 #2,9/3/1955,,14,8,1,3155.612,1950-1959,20888517.41,19463.70349
16926,1955,CA,CDF,DEER,9/27/1955,,14,8,1,2364.466,1950-1959,14059555.42,25095.42416
16927,1955,CA,CDF,FALLBROOK DUMP,9/14/1955,,14,8,1,1766.238,1950-1959,10286697,24594.93179
16928,1955,CA,CDF,C. GARDNER,9/3/1955,,14,8,1,1759.319,1950-1959,12240585.74,16985.77427
16929,1955,CA,CCO,JACK,9/25/1955,,14,8,1,1606.53,1950-1959,9392965.613,12671.26661
16930,1955,CA,CDF,JESSUP,8/9/1955,,14,8,1,1530.833,1950-1959,9290890.082,11967.0947
16931,1955,CA,CDF,ANDERSONIA #3,9/3/1955,,14,8,1,1497.844,1950-1959,10328807.37,15387.88334
16932,1955,CA,USF,SNOW TENT,8/24/1955,8/24/1955,9,8,1,1486.237,1950-1959,10092088.78,16616.64622
16933,1955,CA,CDF,ROCKY RIDGE,9/12/1955,,14,8,1,1479.428,1950-1959,9797511.852,14014.32446
16934,1955,CA,CDF,PALMER CREEK,9/3/1955,,14,8,1,1399.859,1950-1959,9284730.523,12688.10485
16935,1955,CA,CDF,HOG MT. R.I.ESCAPE,9/21/1955,,14,8,1,1368.396,1950-1959,8902979.367,16068.49464
16936,1955,CA,CDF,STONE CANYON,8/7/1955,,14,8,1,1291.23,1950-1959,8113948.313,15841.86397
16937,1955,CA,CDF,FISHER RANCH,9/2/1955,,14,8,1,1259.338,1950-1959,8627431.461,16806.47068
16938,1955,CA,CDF,TORO CREEK,11/4/1955,,14,8,1,1220.969,1950-1959,7463016.066,14891.18295
16939,1955,CA,CCO,HACIENDA,9/2/1955,,14,8,1,1148.102,1950-1959,6773805.395,14799.06823
16940,1955,CA,USF,TAYLOR CREEK,9/4/1955,,1,8,1,1134.345,1950-1959,8107640.695,14483.75713
16941,1955,CA,CDF,WILLIAMS #2,8/29/1955,,9,8,1,1126.778,1950-1959,7817783.828,15378.59847
16942,1955,CA,CDF,CAMP BEALE #3,6/17/1955,,14,8,1,1115.521,1950-1959,7521097.109,11659.07977
16943,1955,CA,USF,SMILEY,10/29/1955,,14,8,1,1050.919,1950-1959,6231284.348,12112.71572
16944,1955,CA,CDF,HARBISON CANYON #2,9/3/1955,,14,8,1,1015.819,1950-1959,5837320.816,16333.95391
16945,1955,CA,USF,,,,9,8,1,950.3784,1950-1959,5522049.41,17326.15666
16946,1955,CA,USF,MARK,8/16/1955,,9,8,1,924.6611,1950-1959,6405911.855,13648.48411
16947,1955,CA,USF,STERLING MTN,9/4/1955,,1,8,1,910.9965,1950-1959,6682214.984,12693.92503
16948,1955,CA,CDF,HIGHWAY 36 #1,7/15/1955,,14,8,1,889.4997,1950-1959,6204811.941,11345.97481
16949,1955,CA,CDF,COUNTRY ROADSIDE #14,8/2/1955,,14,8,1,853.076,1950-1959,5640885.695,13030.0316
16950,1955,CA,CDF,IRON SPRINGS,8/7/1955,,14,8,1,813.9527,1950-1959,4978669.082,11286.04466
16951,1955,CA,CDF,B.O.B. CO-OP ESCAPE,7/30/1955,,14,8,1,813.5613,1950-1959,5418792.07,9951.284298
16952,1955,CA,USF,HANNEGAN,8/23/1955,,2,8,1,810.6488,1950-1959,5741722.52,10251.8049
16953,1955,CA,CDF,ALLISON,9/4/1955,,14,8,1,749.276,1950-1959,5017625.938,10016.0941
16954,1955,CA,USF,,,,9,8,1,745.6094,1950-1959,5260454.344,10375.54238
16955,1955,CA,USF,EAST FK. ACCESS,9/4/1955,,9,8,1,729.2473,1950-1959,5328491.039,11205.58187
16956,1955,CA,CDF,SAMUEL SPRINGS,8/7/1955,,14,8,1,696.442,1950-1959,4622451.938,8709.795489
16957,1955,CA,CDF,PALE CANYON,7/28/1955,,14,8,1,677.1738,1950-1959,4200043.879,15857.49551
16958,1955,CA,CDF,BROWN BAR CANYON,9/3/1955,,14,8,1,662.7383,1950-1959,4437716.18,9777.776019
16959,1955,CA,CDF,GOAT MTN.,9/2/1955,,14,8,1,651.6682,1950-1959,3754808.18,14302.52855
16960,1955,CA,CDF,JOHN CROWE,9/12/1955,,14,8,1,637.0066,1950-1959,4473864.418,10485.32414
16961,1955,CA,CDF,SUGARLOAF,7/17/1955,,14,8,1,600.937,1950-1959,3546849.016,7894.742775
16962,1955,CA,CDF,U.S.F.S. #4,6/7/1955,,14,8,1,594.0298,1950-1959,4280851.742,8462.497796
16963,1955,CA,CDF,C. DOW,11/10/1955,,14,8,1,577.9862,1950-1959,3887115.551,12362.19211
16964,1955,CA,CDF,PARKER,9/6/1955,,14,8,1,568.6545,1950-1959,3968571.242,8920.826836
16965,1955,CA,CDF,LONE PINE,7/30/1955,,14,8,1,555.4193,1950-1959,3300413.414,10164.12641
16966,1955,CA,CDF,E. PAYNE,10/3/1955,,14,8,1,551.4299,1950-1959,3693155.883,14832.20228
16967,1955,CA,CCO,,8/14/1955,,14,8,1,537.801,1950-1959,3192755.289,8392.83291
16968,1955,CA,CDF,CLEVENGER CANYON,8/6/1955,,14,8,1,531.478,1950-1959,3071338.012,9386.082987
16969,1955,CA,CDF,THE COTTONWOOD,8/6/1955,,14,8,1,530.5697,1950-1959,3275460.543,8551.468046
16970,1955,CA,CCO,HOFFMAN,8/31/1955,,14,8,1,522.1279,1950-1959,3108735.168,10188.61205
16971,1955,CA,CDF,,,,14,8,1,516.3215,1950-1959,3014760.816,7147.98325
16972,1955,CA,CDF,HOWARDS GULCH,8/4/1955,,9,8,1,515.3041,1950-1959,3717599.117,15223.06616
16973,1955,CA,CDF,LEGGETT DUMP,8/12/1955,,14,8,1,515.1079,1950-1959,3539089.391,14182.80663
16974,1955,CA,CDF,CEMENT CREEK,9/4/1955,,14,8,1,498.0716,1950-1959,3316716.238,9373.676059
16975,1955,CA,CCO,HOUSTON,2/10/1955,,14,8,1,488.6449,1950-1959,2889204.277,8427.656705
16976,1955,CA,CCO,PEACH TREE,10/23/1955,,9,8,1,488.3912,1950-1959,2928811.465,7117.306399
16977,1955,CA,CDF,GILBERT,7/27/1955,,14,8,1,486.4349,1950-1959,2848960.957,7905.615706
16978,1955,CA,USF,,,,14,8,1,477.3401,1950-1959,2828786.02,7750.464415
16979,1955,CA,USF,RICHARDSON,8/13/1955,,9,8,1,472.9557,1950-1959,3445655.063,9842.790118
16980,1955,CA,CDF,SWEDE'S FLAT,8/7/1955,,14,8,1,462.994,1950-1959,3147177.555,8283.492524
16981,1955,CA,CDF,VENADOS,7/19/1955,,14,8,1,452.6021,1950-1959,2746014.621,7305.159071
16982,1955,CA,USF,,,,1,8,1,447.3064,1950-1959,3154636.813,8382.550434
16983,1955,CA,USF,BOLAM,6/5/1955,,9,8,1,446.2364,1950-1959,3223409.988,8480.346877
16984,1955,CA,CDF,CAMP BEALE #7,9/9/1955,,14,8,1,445.6259,1950-1959,2999000.934,7364.016221
16985,1955,CA,CDF,COMANCHE,9/2/1955,,14,8,1,430.7035,1950-1959,2826699.984,6574.632598
16986,1955,CA,USF,,,,14,8,1,417.7593,1950-1959,2702273.07,7716.032544
16987,1955,CA,USF,,,,9,8,1,417.7583,1950-1959,2702266.73,7716.037816
16988,1955,CA,CDF,LYONS PEAK,9/4/1955,,9,8,1,410.3961,1950-1959,2352136.234,7528.828885
16989,1955,CA,CDF,HARBIN SPRINGS #2,7/24/1955,,14,8,1,409.3126,1950-1959,2731108.105,7946.567256
16990,1955,CA,CCO,,7/19/1955,,14,8,1,408.2532,1950-1959,2424709.273,9713.128218
16991,1955,CA,USF,,,,9,8,1,408.0753,1950-1959,2802378.09,8568.780743
16992,1955,CA,USF,GREGG,6/5/1955,,3,8,1,388.396,1950-1959,2755347.168,8808.438858
16993,1955,CA,CDF,NWPRR #2,7/14/1955,,14,8,1,374.8499,1950-1959,2593258.586,7224.560091
16994,1955,CA,USF,UNKNOWN,,,14,8,1,368.3435,1950-1959,2331058.941,8785.359755
16995,1955,CA,CDF,PALOMA MT.,8/14/1955,,14,8,1,366.4095,1950-1959,2292338.313,7527.855208
16996,1955,CA,CDF,SAN YSIDRO,7/16/1955,,14,8,1,357.4878,1950-1959,2074362.215,5639.552705
16997,1955,CA,CDF,HIGHWAY 36 #1,7/15/1955,,14,8,1,350.5723,1950-1959,2447981.918,8056.287347
16998,1955,CA,CDF,LONG,6/24/1955,,14,8,1,348.8886,1950-1959,2434215.977,6738.048371
16999,1955,CA,CCO,,8/2/1955,,14,8,1,347.5373,1950-1959,2072837.855,6992.438193
17000,1955,CA,CDF,R. LLOYD,7/1/1955,,14,8,1,339.945,1950-1959,2251141.488,5486.161422
17001,1955,CA,USF,OAK FLATS,8/31/1955,,14,8,1,338.7066,1950-1959,2027541.566,6522.141469
17002,1955,CA,CDF,VENABLE,9/3/1955,,14,8,1,336.206,1950-1959,2154796.652,5950.27878
17003,1955,CA,CCO,,8/28/1955,,14,8,1,332.6862,1950-1959,1970486.629,7647.47755
17004,1955,CA,CDF,ONEIL CREEK,8/31/1955,,14,8,1,317.852,1950-1959,2086357.516,6041.39556
17005,1955,CA,CDF,BACKBONE,8/23/1955,,14,8,1,317.1985,1950-1959,2020234.504,5805.957232
17006,1955,CA,USF,FENCE CREEK ,10/4/1955,10/6/1955,1,6,1,293.3363,1950-1959,1934590.656,6440.2962
17007,1955,CA,CDF,P. LOPEZ,8/21/1955,,14,8,1,274.2098,1950-1959,1813780.457,8643.273819
17008,1955,CA,CDF,LOMBARDI,8/10/1955,,14,8,1,265.2987,1950-1959,1745449.887,5512.905986
17009,1955,CA,CDF,BRIDGE,10/24/1955,,14,8,1,261.3891,1950-1959,1550945.895,6069.223481
17010,1955,CA,NPS,SENTINAL RIDGE,9/5/1955,9/8/1955,1,8,1,258.2734,1950-1959,1631828.711,6370.663337
17011,1955,CA,USF,,,,9,8,1,254.3094,1950-1959,1607518.445,7242.624557
17012,1955,CA,CDF,LUND (ASSIST),8/4/1955,,14,8,1,252.7494,1950-1959,1634350.48,4925.781693
17013,1955,CA,CCO,PUDDINGSTONE,9/1/1955,,14,8,1,251.4147,1950-1959,1487474.977,12914.56464
17014,1955,CA,USF,,,,14,8,1,250.9985,1950-1959,1598284.836,5538.942492
17015,1955,CA,CCO,,8/22/1955,,14,8,1,246.8913,1950-1959,1465285.121,6859.548544
17016,1955,CA,USF,JACOBS LADDER,6/10/1955,,1,8,1,245.5161,1950-1959,1778223.266,5659.580253
17017,1955,CA,CDF,CITY CREEK,8/20/1955,,14,8,1,244.4051,1950-1959,1448319.293,5800.283143
17018,1955,CA,CCO,,8/18/1955,,14,8,1,243.3821,1950-1959,1441066.352,5627.600297
17019,1955,CA,CDF,ROLLERI,8/1/1955,,14,8,1,240.4243,1950-1959,1569755.34,6731.025055
17020,1955,CA,CDF,UNION LUMBER CO. #2,9/11/1955,,14,8,1,212.9057,1950-1959,1447543.762,5624.111887
17021,1955,CA,USF,,8/24/1955,,3,8,1,206.7873,1950-1959,1373950.703,8695.601508
17022,1955,CA,CCO,,8/21/1955,,14,8,1,201.8938,1950-1959,1198317.875,5081.068719
17023,1955,CA,CCO,,8/31/1955,,14,8,1,194.994,1950-1959,1150898.859,5487.427951
17024,1955,CA,CDF,NEWHALL,9/26/1955,,14,8,1,175.0415,1950-1959,1194753.316,4365.811642
17025,1955,CA,CDF,CASPAR LUMBER CO. #4,9/10/1955,,14,8,1,156.7952,1950-1959,1073770.285,5318.690828
17026,1955,CA,CDF,WILSON PAGE,8/26/1955,,14,8,1,150.3063,1950-1959,1021532.133,6229.602529
17027,1955,CA,CDF,HAIR PIN #2,8/31/1955,,14,8,1,140.275,1950-1959,805788.1211,4113.332802
17028,1955,CA,USF,MCKINNEY CREEK,9/4/1955,,1,8,1,136.616,1950-1959,995206.7383,4159.182641
17029,1955,CA,USF,BEARDSLEY ,8/7/1955,8/7/1955,5,6,1,121.9698,1950-1959,800731.2422,5852.473929
17030,1955,CA,CDF,ROADSIDE #32,9/27/1955,,14,8,1,121.345,1950-1959,811814.4766,7423.60341
17031,1955,CA,CCO,,8/22/1955,,14,8,1,118.2422,1950-1959,700152.8633,6152.939792
17032,1955,CA,USF,QUINN,9/4/1955,,2,8,1,113.9486,1950-1959,800260.1797,3840.153971
17033,1955,CA,USF,,,,9,8,1,108.3275,1950-1959,629808.9961,4452.437788
17034,1955,CA,CDF,JOHNSON,9/1/1955,,14,8,1,100.6301,1950-1959,673531.3242,4644.097734
17035,1955,CA,CCO,,7/28/1955,,14,8,1,96.32121,1950-1959,570151.5,4407.103568
17036,1955,CA,USF,64A,5/22/1955,5/22/1955,5,6,1,95.04447,1950-1959,624383.3789,4626.877002
17037,1955,CA,CCO,,9/13/1955,,14,8,1,90.77068,1950-1959,536095.3281,3055.418802
17038,1955,CA,USF,RED CAP 55,9/7/1955,,1,8,1,88.63549,1950-1959,634659.4805,2958.626029
17039,1955,CA,USF,HAYES CREEK,9/4/1955,,1,8,1,87.67805,1950-1959,633358.2227,3013.637335
17040,1955,CA,USF,ULLATHORNE,9/7/1955,,1,8,1,81.6961,1950-1959,586247.3281,2926.995514
17041,1955,CA,USF,,8/24/1955,,1,8,1,70.68686,1950-1959,462739.6289,3018.949943
17042,1955,CA,USF,WEST FORK CLEAR,6/10/1955,,1,8,1,68.53065,1950-1959,498416.9063,2762.689233
17043,1955,CA,USF,WEST GRIDER,9/3/1955,,2,8,1,68.41816,1950-1959,498963.1172,3017.229898
17044,1955,CA,USF,,8/21/1955,,1,8,1,64.79085,1950-1959,429318.4414,2567.658047
17045,1955,CA,CCO,,5/28/1955,,14,8,1,62.67704,1950-1959,373969.2969,3404.336958
17046,1955,CA,USF,TISH TANG,9/10/1955,,5,8,1,62.6076,1950-1959,445834.5156,2997.814592
17047,1955,CA,USF,,,,9,8,1,60.61004,1950-1959,410317.0078,2659.753406
17048,1955,CA,CCO,,4/13/1955,,14,8,1,59.65198,1950-1959,352367.3906,3713.757749
17049,1955,CA,USF,TITLOW,9/1/1955,,2,8,1,56.13208,1950-1959,397147.1055,2616.568318
17050,1955,CA,USF,DEE,3/14/1955,,1,8,1,53.84317,1950-1959,393226.6797,2635.716973
17051,1955,CA,USF,,,,1,8,1,47.68956,1950-1959,296191.918,2172.602139
17052,1955,CA,USF,WELL RIG,9/19/1955,,9,8,1,39.78801,1950-1959,290778.3555,3188.365222
17053,1955,CA,USF,,,,9,8,1,37.91848,1950-1959,239774.2344,1848.094732
17054,1955,CA,USF,SNOWSLIDE,10/6/1955,,3,8,1,36.5579,1950-1959,268039.1406,2015.74546
17055,1955,CA,USF,BEAR HOLE,8/8/1955,8/10/1955,1,6,1,29.22126,1950-1959,193036.3008,2156.32916
17056,1955,CA,USF,,,,9,8,1,28.36986,1950-1959,192628.793,1777.471345
17057,1955,CA,CCO,,7/30/1955,,14,8,1,27.53646,1950-1959,163859.9609,2026.717189
17058,1955,CA,USF,,,,1,8,1,24.2544,1950-1959,174395.1211,2123.742546
17059,1955,CA,USF,BLACK MTN,6/10/1955,,1,8,1,22.62339,1950-1959,163182.7617,1551.442216
17060,1955,CA,USF,,,,1,8,1,22.4823,1950-1959,161751.1523,1690.147363
17061,1955,CA,USF,CLAUSON,8/25/1955,,2,8,1,19.50419,1950-1959,142411.3125,1488.822073
17062,1955,CA,USF,WIRE GRASS,8/21/1955,,2,8,1,18.98904,1950-1959,132126.3242,1579.00806
17063,1955,CA,CCO,,11/5/1955,,14,8,1,17.06906,1950-1959,101590.9648,1757.158123
17064,1955,CA,NPS,CONIFER T,9/10/1955,9/11/1955,5,8,1,13.34716,1950-1959,83669.17188,1719.145309
17065,1955,CA,USF,GRASSHOPPER RIDGE,9/4/1955,,1,8,1,12.25818,1950-1959,87786.89063,1261.539382
17066,1955,CA,USF,,,,9,8,1,12.22225,1950-1959,83003.39453,1143.955001
17067,1955,CA,USF,JUNIPER LODGE,7/13/1955,,4,8,1,11.66754,1950-1959,84914.85547,1091.088303
17068,1955,CA,CCO,,7/29/1955,,14,8,1,11.58624,1950-1959,68671.43359,1234.951764
17069,1955,CA,CCO,,8/1/1955,,14,8,1,11.1683,1950-1959,66157.33594,1250.964952
