OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
230,2025,CA,CDF,ARDEN,8/9/2025,8/10/2025,7,3,1,26.04275,2020-2025,175248.0117,2928.67848
231,2025,CA,CDF,CLARK,6/20/2025,6/21/2025,2,1,1,25.7984,2020-2025,176178.1953,2539.955501
232,2025,CA,CDF,QUARRY,7/1/2025,7/1/2025,7,3,1,25.76958,2020-2025,169550.4727,2035.864307
233,2025,CA,CDF,COULTER,7/19/2025,7/19/2025,2,3,1,25.7527,2020-2025,170638.0469,1772.75433
234,2025,CA,CCO,COTTONWOOD,9/5/2025,9/5/2025,14,7,1,25.53726,2020-2025,151822.1875,1822.302674
235,2025,CA,CDF,POND,8/6/2025,8/12/2025,14,1,1,25.1699,2020-2025,172444.1445,3273.567853
236,2025,CA,LRA,DAN,5/22/2025,5/22/2025,2,4,1,24.44448,2020-2025,156349.1094,6098.387723
237,2025,CA,CDF,PERCH,6/30/2025,6/30/2025,1,2,1,24.43616,2020-2025,178732.3516,2434.334558
238,2025,CA,CDF,RICA,6/13/2025,6/13/2025,2,1,1,24.32036,2020-2025,164480.5625,2022.371292
239,2025,CA,CDF,SANDIA 2,10/7/2025,10/7/2025,14,3,1,23.9757,2020-2025,139731.5742,2694.332039
240,2025,CA,CDF,PARKVILLE,8/27/2025,8/27/2025,1,1,1,23.89887,2020-2025,167101.5234,2085.5534
241,2025,CA,NPS,KETTLE,8/31/2025,9/8/2025,1,1,1,23.83323,2020-2025,151262.4336,2568.718819
242,2025,CA,CDF,SCHOOL,10/7/2025,10/7/2025,2,1,1,23.33731,2020-2025,149596.4688,2796.45273
243,2025,CA,CDF,FISH,7/7/2025,7/7/2025,14,4,1,23.25034,2020-2025,147094.9375,1618.06846
244,2025,CA,CCO,MARIPOSA,6/17/2025,6/18/2025,14,1,1,23.18431,2020-2025,138381.0273,2755.655417
245,2025,CA,LRA,LANGLEY,5/25/2025,5/25/2025,10,1,1,22.86259,2020-2025,139470.4961,1503.747288
246,2025,CA,LRA,MORNING,5/9/2025,5/9/2025,14,1,1,22.77419,2020-2025,139006.5469,1576.978016
247,2025,CA,CDF,UPHILL,9/22/2025,9/22/2025,2,3,1,22.22845,2020-2025,148410.9297,2310.075203
248,2025,CA,CCO,HART,7/4/2025,7/4/2025,14,1,1,21.59082,2020-2025,132913.0234,1546.167481
249,2025,CA,USF,FOBES,7/15/2025,7/15/2025,8,1,1,21.49974,2020-2025,125856.6875,2126.80119
250,2025,CA,CCO,CANAL,10/23/2025,10/23/2025,14,1,1,21.39122,2020-2025,129958.1445,2476.263604
251,2025,CA,CDF,MISSION 2,6/16/2025,6/16/2025,14,3,1,21.38923,2020-2025,124247.6406,1380.236378
252,2025,CA,CDF,COYOTE,5/31/2025,6/1/2025,15,1,1,21.24901,2020-2025,148473.0156,1894.214009
253,2025,CA,CDF,IGNACIO,7/5/2025,7/5/2025,11,3,1,21.24298,2020-2025,124068.918,2829.891595
254,2025,CA,CDF,GRANITE,9/2/2025,9/2/2025,1,1,1,20.90041,2020-2025,143859.6836,2370.956797
255,2025,CA,LRA,CACTUS,7/5/2025,7/5/2025,2,3,1,20.83071,2020-2025,122636.3867,1737.462543
256,2025,CA,CDF,ACAMPO,5/15/2025,5/15/2025,2,1,1,20.81965,2020-2025,136525.0117,1737.08259
257,2025,CA,CDF,4-1 WASHINGTON,7/24/2025,8/5/2025,1,1,1,20.47464,2020-2025,147650.4688,1419.203505
258,2025,CA,BLM,W-2 FITZHUGH,7/25/2025,7/29/2025,1,1,1,20.42416,2020-2025,146871.0313,3032.638443
259,2025,CA,CDF,PILITAS,6/20/2025,6/20/2025,2,7,1,20.20947,2020-2025,123213.668,2190.439911
260,2025,CA,CDF,RUTH,6/20/2025,6/20/2025,2,4,1,20.08119,2020-2025,126741.5625,1761.694253
261,2025,CA,CDF,GRANGE,5/18/2025,5/18/2025,9,1,1,19.91957,2020-2025,128878.9922,1586.431281
262,2025,CA,CDF,MARYSVILLE,6/29/2025,6/29/2025,14,3,1,19.86819,2020-2025,134766.7383,4339.322323
263,2025,CA,CCO,PASO,6/13/2025,6/14/2025,14,1,1,19.70666,2020-2025,119203.1758,2385.371385
264,2025,CA,CDF,COTTONWOOD,6/2/2025,6/3/2025,7,1,1,19.58972,2020-2025,143293.5781,2158.661491
265,2025,CA,LRA,UNION,10/6/2025,10/7/2025,2,1,1,19.31531,2020-2025,117286.2695,1956.897742
266,2025,CA,CDF,POSTA,7/24/2025,7/24/2025,14,1,1,19.0752,2020-2025,109264.4414,2035.695423
267,2025,CA,CDF,MADERA,7/10/2025,7/10/2025,2,3,1,19.07495,2020-2025,111303.582,2592.272141
268,2025,CA,CDF,RIFLE,5/24/2025,5/24/2025,11,4,1,19.03836,2020-2025,120648.1133,1638.217178
269,2025,CA,CDF,HEAVEN,6/15/2025,6/19/2025,2,5,1,19.02455,2020-2025,138766.4727,3265.971029
270,2025,CA,LRA,QUINN,7/2/2025,7/2/2025,14,1,1,18.98449,2020-2025,116836.9297,1462.259619
271,2025,CA,USF,RADAR,8/2/2025,8/3/2025,1,8,1,18.91577,2020-2025,137514.9883,1508.576899
272,2025,CA,CDF,MONTANA,6/24/2025,6/25/2025,4,1,1,18.77196,2020-2025,136089.0156,2247.195658
273,2025,CA,NPS,KIBBIE,8/26/2025,9/12/2025,1,7,1,18.68576,2020-2025,122072.3164,2551.612897
274,2025,CA,LRA,FLEMING,6/25/2025,6/26/2025,7,3,1,18.61419,2020-2025,109939.543,2754.993418
275,2025,CA,LRA,VAN CLIEF RD STEVENSON,7/6/2025,7/6/2025,14,4,1,18.27019,2020-2025,117003.8945,2318.413787
276,2025,CA,CDF,RUSH,6/20/2025,6/23/2025,14,1,1,18.25358,2020-2025,128694.793,2291.608742
277,2025,CA,LRA,RECHE,7/10/2025,7/10/2025,2,3,1,18.2381,2020-2025,107553.7891,2301.255554
278,2025,CA,CDF,ANTONIO,6/9/2025,6/9/2025,10,1,1,18.231,2020-2025,116909.5,1410.06889
279,2025,CA,CCO,DEER,6/20/2025,6/20/2025,14,1,1,18.10975,2020-2025,110072.7383,1945.074908
280,2025,CA,CDF,CLEMENT,6/13/2025,6/13/2025,5,1,1,18.05686,2020-2025,126443.9961,2136.631335
281,2025,CA,CDF,GYLE,10/27/2025,10/27/2025,5,1,1,18.05467,2020-2025,124641.9961,2147.608952
282,2025,CA,LRA,MOORE,7/10/2025,7/10/2025,14,1,1,17.88558,2020-2025,119586.3906,2070.81849
283,2025,CA,LRA,HOSKING 3,7/21/2025,7/22/2025,7,1,1,17.70028,2020-2025,107736.3516,2834.469409
284,2025,CA,BLM,BOYD,4/17/2025,4/21/2025,14,6,1,17.30158,2020-2025,99588.87109,3629.710925
285,2025,CA,USF,GARDEN,8/26/2025,8/31/2025,1,3,1,17.24211,2020-2025,114657.457,1642.941636
286,2025,CA,CDF,VALLEY,9/1/2025,9/1/2025,2,3,1,17.20355,2020-2025,114554.0898,2350.258148
287,2025,CA,CDF,OAK,6/15/2025,6/17/2025,14,4,1,17.03071,2020-2025,108330.6055,1695.046524
288,2025,CA,CDF,BORDER,1/1/2025,1/2/2025,7,3,1,16.9115,2020-2025,96696.89063,2081.885651
289,2025,CA,CDF,SABE,6/5/2025,6/6/2025,2,5,1,16.89966,2020-2025,106919.5703,1421.911301
290,2025,CA,CDF,ELM,6/16/2025,6/16/2025,11,1,1,16.846,2020-2025,105119.8203,1374.197125
291,2025,CA,CDF,CROSS,2/9/2025,2/9/2025,2,1,1,16.71458,2020-2025,103439.3945,1526.828996
292,2025,CA,CDF,BAKER,7/16/2025,7/16/2025,9,1,1,16.5998,2020-2025,115640.9492,2066.285231
293,2025,CA,CDF,HANSEN,5/13/2025,5/13/2025,11,4,1,16.33476,2020-2025,120954.5313,1670.896996
294,2025,CA,NPS,CRATER,8/27/2025,8/27/2025,1,8,1,16.1303,2020-2025,117371.5703,2545.07143
295,2025,CA,CDF,ALTA,7/20/2025,7/20/2025,2,5,1,16.11074,2020-2025,109404.4023,1719.158898
296,2025,CA,CDF,QUAIL,6/4/2025,6/4/2025,2,1,1,16.0962,2020-2025,112907.6836,1604.291326
297,2025,CA,CDF,LITTLE,7/17/2025,7/17/2025,2,1,1,15.89377,2020-2025,113433.5078,1592.705149
298,2025,CA,CCO,BIRD,10/4/2025,10/4/2025,14,1,1,15.8049,2020-2025,97076.94141,1995.592188
299,2025,CA,CDF,BAND,6/18/2025,6/18/2025,14,1,1,15.50475,2020-2025,100250.8203,1884.599451
300,2025,CA,USF,PEREZ,8/12/2025,8/13/2025,10,6,1,15.31279,2020-2025,111295.9727,1790.511176
301,2025,CA,LRA,GUN CUB ,6/23/2025,6/24/2025,14,1,1,15.31198,2020-2025,94157.89453,2527.635553
302,2025,CA,LRA,CEMETARY,7/5/2025,7/5/2025,14,1,1,15.24142,2020-2025,92996.37891,1167.445046
303,2025,CA,USF,RESERVOIR,7/1/2025,7/2/2025,1,4,1,15.21916,2020-2025,110627.9922,2299.118783
304,2025,CA,CDF,CORNING,7/7/2025,7/7/2025,2,1,1,15.20529,2020-2025,104764.2109,2220.360098
305,2025,CA,FWS,309,8/19/2025,8/20/2025,14,4,1,15.04406,2020-2025,93016.82031,1389.415693
306,2025,CA,CDF,GIBBEL,1/23/2025,1/24/2025,14,3,1,15.00072,2020-2025,87953.76953,1377.820002
307,2025,CA,USF,LA PORTE,4/24/2025,4/25/2025,5,7,1,14.96098,2020-2025,101870.375,1964.854278
308,2025,CA,CDF,PARK,9/2/2025,9/3/2025,1,1,1,14.95,2020-2025,154307.4609,1664.862474
309,2025,CA,CDF,SLIGER,7/25/2025,7/25/2025,1,3,1,14.87471,2020-2025,99683.48828,1511.022065
310,2025,CA,USF,BEAVER,12/4/2025,12/5/2025,4,6,1,14.75826,2020-2025,97617.44141,2190.020368
311,2025,CA,FWS,84,5/10/2025,5/10/2025,2,4,1,14.40466,2020-2025,89092.70703,2024.940826
312,2025,CA,CDF,CRESTON,5/22/2025,5/22/2025,14,1,1,14.21327,2020-2025,87117.71094,1587.107953
313,2025,CA,CDF,CREEK,5/16/2025,5/16/2025,2,1,1,14.11715,2020-2025,98724.48438,1874.32167
314,2025,CA,BLM,WILDROSE,4/8/2025,4/8/2025,14,7,1,14.09043,2020-2025,84562.73438,2258.466212
315,2025,CA,LRA,HILLCREST,4/7/2025,4/8/2025,14,1,1,13.96742,2020-2025,85213.46875,1332.85619
316,2025,CA,CDF,SPRINGS,6/27/2025,6/27/2025,10,1,1,13.95434,2020-2025,100969.8438,1430.191024
317,2025,CA,BLM,AQUADUCT,9/7/2025,9/9/2025,1,7,1,13.78122,2020-2025,83852.00391,1759.251978
318,2025,CA,LRA,ALOMA ,4/22/2025,4/22/2025,14,1,1,13.77262,2020-2025,84515.17188,2134.38341
319,2025,CA,CDF,FARM,8/6/2025,8/7/2025,2,1,1,13.72191,2020-2025,95878.30078,1342.456077
320,2025,CA,CDF,COACH,8/30/2025,8/31/2025,2,7,1,13.57751,2020-2025,85874.59375,1604.495587
321,2025,CA,BLM,FANDANGO,7/14/2025,7/14/2025,14,7,1,13.49481,2020-2025,98309.41797,1830.076394
322,2025,CA,LRA,LOBINGER,6/11/2025,6/11/2025,2,1,1,13.22655,2020-2025,91182.97266,1803.438941
323,2025,CA,LRA,KRN-25-24931,5/25/2025,5/26/2025,14,1,1,13.12227,2020-2025,80818.15234,1303.776603
324,2025,CA,CDF,BUELL,9/10/2025,9/10/2025,1,1,1,13.06349,2020-2025,91419.90234,1787.531929
325,2025,CA,USF,RUSH,8/2/2025,8/3/2025,14,8,1,12.92799,2020-2025,83908.90234,1415.251696
326,2025,CA,CCO,ELK,9/17/2025,9/17/2025,14,1,1,12.66308,2020-2025,77115.50781,1251.245644
327,2025,CA,USF,H-10,8/26/2025,8/26/2025,1,8,1,12.6223,2020-2025,89051.44922,1569.582573
328,2025,CA,CDF,SARGENT,5/20/2025,5/20/2025,1,1,1,12.56901,2020-2025,77794.10938,1366.390753
329,2025,CA,CDF,GRANDE,5/9/2025,5/9/2025,14,1,1,12.46485,2020-2025,80193.26953,1721.028126
330,2025,CA,CDF,LAKE,4/13/2025,4/13/2025,7,1,1,12.4645,2020-2025,91071.86719,1717.783514
331,2025,CA,CDF,FINK,6/5/2025,6/5/2025,11,1,1,12.33877,2020-2025,79251.50781,1094.11621
332,2025,CA,CCO,BEAR,6/2/2025,6/2/2025,14,1,1,12.27456,2020-2025,74780.81641,1523.87873
333,2025,CA,CDF,NICHOLS,10/7/2025,10/7/2025,14,2,1,12.24453,2020-2025,82411.84375,1836.676976
334,2025,CA,USF,TEMPLIN,1/1/2025,1/3/2025,7,1,1,12.2261,2020-2025,73204.40625,1414.735375
335,2025,CA,CDF,STARDUST,7/12/2025,7/12/2025,2,3,1,12.19767,2020-2025,81579.34766,1362.454512
336,2025,CA,CDF,GUN,8/10/2025,8/10/2025,9,3,1,12.06726,2020-2025,76719.41406,1686.750689
337,2025,CA,USF,MURPHY,8/26/2025,8/31/2025,1,8,1,11.90152,2020-2025,85184.48438,1074.390704
338,2025,CA,USF,MARIPOSA,8/9/2025,8/9/2025,10,6,1,11.87765,2020-2025,70655.29688,1606.571791
339,2025,CA,CCO,LOOP,8/23/2025,8/23/2025,14,1,1,11.73412,2020-2025,71461.57422,1371.824013
340,2025,CA,CDF,GREILICH,6/10/2025,6/10/2025,2,1,1,11.682,2020-2025,77211.49609,1495.957852
341,2025,CA,CDF,BEAR,8/24/2025,8/27/2025,1,5,1,11.63204,2020-2025,84310.97266,2109.249628
342,2025,CA,CCO,HAROLD,10/12/2025,10/15/2025,14,2,1,11.45487,2020-2025,67214.50391,1305.748982
343,2025,CA,BLM,33,4/14/2025,4/15/2025,11,7,1,11.44568,2020-2025,69392.48438,1181.599891
344,2025,CA,CDF,UTAH,8/11/2025,8/12/2025,9,2,1,11.39059,2020-2025,73510.32031,1603.514834
345,2025,CA,CDF,BRADFORD BRANCH,7/16/2025,7/16/2025,10,1,1,11.35215,2020-2025,66250.49219,1759.217717
346,2025,CA,BLM,HOVEY ,6/11/2025,6/11/2025,14,7,1,11.16992,2020-2025,67684.54297,1047.805133
347,2025,CA,USF,WINDY,6/9/2025,6/11/2025,9,6,1,11.13911,2020-2025,71454.94141,1143.259871
348,2025,CA,BLM,ASSIST/BDC/OASIS,6/19/2025,,14,7,1,11.13588,2020-2025,66699.51953,1010.305313
349,2025,CA,LRA,LOCUST,6/29/2025,6/29/2025,14,1,1,11.12911,2020-2025,68287.93359,1001.293142
350,2025,CA,LRA,HERMOSA ,6/8/2025,6/8/2025,10,1,1,10.96412,2020-2025,66768.95703,1388.710009
351,2025,CA,CDF,6-3,8/26/2025,8/26/2025,1,5,1,10.90325,2020-2025,74262.08594,1423.482885
352,2025,CA,USF,CYRUS,7/7/2025,7/7/2025,14,7,1,10.84886,2020-2025,66721.26172,1127.239658
353,2025,CA,CDF,LOOK,8/24/2025,8/26/2025,1,3,1,10.80006,2020-2025,67826.69922,1839.181545
354,2025,CA,CDF,GUN,5/25/2025,5/25/2025,9,1,1,10.78514,2020-2025,67907.13281,1516.479924
355,2025,CA,CDF,IVERSON,6/19/2025,6/19/2025,9,1,1,10.73471,2020-2025,67444.86328,1314.291669
356,2025,CA,CDF,PLUTO,5/24/2025,5/24/2025,2,2,1,10.65996,2020-2025,77133.75781,1472.979613
357,2025,CA,USF,CLEAR,7/30/2025,7/31/2025,1,8,1,10.63687,2020-2025,77616.48047,1705.161795
358,2025,CA,USF,LETTER,6/9/2025,6/10/2025,1,7,1,10.63072,2020-2025,73147.08203,1386.160184
359,2025,CA,CDF,ISLAND,7/12/2025,7/12/2025,4,3,1,10.60109,2020-2025,67141.10156,1396.492334
360,2025,CA,CDF,GUNSMOKE,5/18/2025,5/18/2025,2,1,1,10.56276,2020-2025,73303.42188,1821.036864
361,2025,CA,CCO,BEALE,7/12/2025,7/13/2025,14,1,1,10.52162,2020-2025,64014.46484,1781.399547
362,2025,CA,CDF,GRUBS,5/30/2025,5/30/2025,5,4,1,10.40143,2020-2025,70865.91797,1332.500823
363,2025,CA,BLM,HIGHLINE,11/9/2025,11/12/2025,14,6,1,10.3387,2020-2025,59515.69141,1810.512911
364,2025,CA,CDF,FUEL,9/1/2025,9/2/2025,10,4,1,10.3191,2020-2025,65672.69922,1314.64173
365,2025,CA,CDF,SOUTHSIDE,5/24/2025,5/24/2025,14,1,1,10.30094,2020-2025,65099.08984,1376.395441
366,2025,CA,LRA,ORANGE,9/2/2025,9/2/2025,2,1,1,10.2738,2020-2025,70852.23047,1329.616215
367,2025,CA,CDF,MATTHEW,5/6/2025,5/6/2025,11,1,1,10.27065,2020-2025,69042.60547,1235.059335
368,2025,CA,CDF,RAVEN,6/20/2025,6/20/2025,5,1,1,10.20997,2020-2025,74589.42578,1401.346063
369,2025,CA,CDF,VISTA,6/15/2025,6/17/2025,14,3,1,10.12553,2020-2025,59517.76563,1129.462239
370,2025,CA,CCO,FRANDY ,6/25/2025,6/25/2025,14,1,1,9.48122,2020-2025,58381.77734,1143.052218
371,2025,CA,LRA,HOSKING ,4/14/2025,4/15/2025,14,1,1,9.46642,2020-2025,57620.89844,1102.058713
372,2025,CA,CCO,HILLS,4/13/2025,4/14/2025,14,1,1,9.40661,2020-2025,57723.47656,1100.468741
373,2025,CA,LRA,SAGE,7/5/2025,7/5/2025,14,3,1,9.097208,2020-2025,53615.83594,1247.778536
374,2025,CA,LRA,PARK,5/18/2025,5/18/2025,14,1,1,9.069969,2020-2025,55343.95313,1014.113391
375,2025,CA,USF,PENNY,2/26/2025,2/26/2025,14,6,1,8.994162,2020-2025,51796.42188,1384.058985
376,2025,CA,BLM,NOPAH,2/12/2025,2/12/2025,14,7,1,8.961789,2020-2025,55366.69141,1328.837707
377,2025,CA,USF,CREST,7/21/2025,7/30/2025,1,4,1,8.493313,2020-2025,54612.46094,985.1564516
378,2025,CA,CCO,MOUNTAIN,7/18/2025,7/18/2025,14,1,1,8.436714,2020-2025,51333.43359,2016.368433
379,2025,CA,CDF,GREEN,7/5/2025,7/5/2025,14,3,1,8.389605,2020-2025,49206.50391,1650.287328
380,2025,CA,CCO,WILLOW,8/22/2025,8/23/2025,14,1,1,8.38383,2020-2025,50725.30469,1448.341427
381,2025,CA,CDF,WILLOW,9/16/2025,9/16/2025,2,5,1,8.307479,2020-2025,60560.6875,1201.745526
382,2025,CA,CCO,ORCHARD ,9/24/2025,9/24/2025,10,1,1,8.015344,2020-2025,48856.72656,1303.30673
383,2025,CA,CDF,SAWYER,8/18/2025,8/20/2025,10,1,1,7.678487,2020-2025,51877.09375,1309.425144
384,2025,CA,LRA,MAXX,6/30/2025,6/30/2025,14,1,1,7.677474,2020-2025,46834.37891,958.4098925
385,2025,CA,LRA,MONICA,7/13/2025,7/13/2025,14,1,1,7.405249,2020-2025,45174.85156,1239.05369
386,2025,CA,CCO,GRADE,9/13/2025,9/13/2025,14,1,1,7.178474,2020-2025,43410.85938,1171.814071
387,2025,CA,LRA,STAGECOACH,6/14/2025,6/15/2025,14,1,1,7.157779,2020-2025,43202.19922,1085.042242
388,2025,CA,CDF,BALDY 2,9/25/2025,9/25/2025,7,1,1,7.043671,2020-2025,48514.57813,1426.970727
389,2025,CA,LRA,ESTRELLA,10/12/2025,10/12/2025,14,1,1,7.01524,2020-2025,43096.00781,1122.740299
390,2025,CA,CDF,UPLAND,5/22/2025,5/22/2025,5,1,1,7.006025,2020-2025,51082.33203,992.9005464
391,2025,CA,BLM,YUCCA,5/25/2025,5/25/2025,9,7,1,6.966782,2020-2025,41607.86328,1215.812859
392,2025,CA,DOD,OIL,9/6/2025,9/6/2025,14,1,1,6.735997,2020-2025,40884.70313,965.1468891
393,2025,CA,CDF,BUCKHORN,3/4/2025,3/4/2025,2,1,1,6.627492,2020-2025,40038.29297,1366.511928
394,2025,CA,CCO,PINE,8/24/2025,8/24/2025,14,1,1,6.428208,2020-2025,39387.70703,1313.767097
395,2025,CA,CCO,COMANCHE ,5/27/2025,5/27/2025,14,1,1,6.423163,2020-2025,39182.81641,1109.972528
396,2025,CA,LRA,KAM,6/30/2025,6/30/2025,14,1,1,6.418489,2020-2025,39076.20703,1392.233343
397,2025,CA,CCO,LERDO,11/13/2025,11/13/2025,14,1,1,6.401134,2020-2025,39186.21094,826.7232852
398,2025,CA,CDF,APPLE,1/7/2025,1/7/2025,14,8,1,6.372646,2020-2025,36842.94531,1089.403635
399,2025,CA,CDF,GRADE,6/5/2025,6/5/2025,10,7,1,6.33567,2020-2025,39778.69141,1470.118005
400,2025,CA,CDF,SHASTA,6/10/2025,6/11/2025,1,2,1,6.328118,2020-2025,45763.76563,1199.436052
401,2025,CA,BLM,R-13 PETES,8/26/2025,8/27/2025,1,7,1,6.27591,2020-2025,44113.69141,1443.707018
402,2025,CA,BLM,LONG VALLEY,8/26/2025,8/27/2025,1,1,1,6.237775,2020-2025,40416,1534.90139
403,2025,CA,CCO,ISABELLA,6/7/2025,6/9/2025,14,1,1,5.934118,2020-2025,36397.0625,1438.709818
404,2025,CA,CCO,GRAPEVINE,5/12/2025,5/13/2025,14,1,1,5.828817,2020-2025,34973.45703,1050.460776
405,2025,CA,CDF,HARRY,6/30/2025,6/30/2025,1,1,1,5.772521,2020-2025,41847.27734,1021.923013
406,2025,CA,CCO,LAKE,8/20/2025,8/21/2025,14,1,1,5.752456,2020-2025,35133.54297,1360.752551
407,2025,CA,BLM,SOLAR,5/19/2025,5/20/2025,14,4,1,5.712334,2020-2025,39871.46875,746.0537194
408,2025,CA,LRA,POWER,6/12/2025,6/12/2025,14,1,1,5.657748,2020-2025,34532.53906,836.5783143
409,2025,CA,CDF,WILLOW,5/10/2025,5/10/2025,5,1,1,5.643619,2020-2025,40362.20313,1070.727025
410,2025,CA,LRA,BIKE,6/24/2025,6/25/2025,14,1,1,5.643009,2020-2025,34447.55859,906.9099917
411,2025,CA,LRA,RIVER ,9/27/2025,9/27/2025,14,1,1,5.607408,2020-2025,34232.19141,923.0942574
412,2025,CA,BLM,R-1 DANNER,6/9/2025,6/9/2025,1,7,1,5.606033,2020-2025,39137.3125,799.3618681
413,2025,CA,LRA,WASCO POND,5/5/2025,5/5/2025,14,1,1,5.571162,2020-2025,34342.12891,915.0071229
414,2025,CA,CCO,DITCH,5/17/2025,5/17/2025,2,1,1,5.47024,2020-2025,33102.90625,855.6131804
415,2025,CA,CCO,OILFIELD ,7/7/2025,7/7/2025,14,1,1,5.455512,2020-2025,33388.66016,884.5568093
416,2025,CA,CCO,STORMY ,6/23/2025,6/23/2025,14,1,1,5.389888,2020-2025,33048.51563,1135.771751
417,2025,CA,CCO,PUMP ,9/2/2025,9/2/2025,14,1,1,5.34671,2020-2025,32339.94141,963.7386263
418,2025,CA,CDF,COCHES 2,9/8/2025,9/8/2025,14,3,1,5.299844,2020-2025,30712.63281,1363.570059
419,2025,CA,CCO,LERDO ,4/18/2025,4/19/2025,14,1,1,5.224772,2020-2025,31980.01953,976.0539074
420,2025,CA,CDF,SLOUGH,8/25/2025,8/25/2025,1,8,1,4.96555,2020-2025,35858.95703,899.5295196
421,2025,CA,LRA,MERCED,6/13/2025,6/13/2025,14,1,1,4.836013,2020-2025,29616.84375,1018.948056
422,2025,CA,CCO,CYMRIC,5/13/2025,5/13/2025,14,1,1,4.827553,2020-2025,29455.92969,831.4913791
423,2025,CA,BLM,AFTON,4/26/2025,4/28/2025,6,7,1,4.786592,2020-2025,28960.67578,740.6376457
424,2025,CA,CDF,BRIDGE,5/13/2025,5/13/2025,5,7,1,4.782364,2020-2025,28892.34375,1407.902734
425,2025,CA,CDF,RANCHITA,7/18/2025,7/18/2025,2,7,1,4.414623,2020-2025,27171.71484,1002.25925
426,2025,CA,CCO,CLUB,8/23/2025,8/23/2025,1,1,1,4.2,2020-2025,24841.89844,858.0682593
427,2025,CA,CDF,COW,4/9/2025,4/9/2025,5,1,1,3.983708,2020-2025,26808.05469,889.4090656
428,2025,CA,BLM,MIRANDA,4/21/2025,,14,7,1,3.950654,2020-2025,23921.625,970.2601219
429,2025,CA,CDF,BALDY,9/24/2025,9/25/2025,7,1,1,3.859035,2020-2025,26580.01953,959.2244653
430,2025,CA,CDF,CUESTA,7/22/2025,7/22/2025,10,7,1,3.708038,2020-2025,22576.42578,813.735342
431,2025,CA,USF,BEAN,9/3/2025,9/4/2025,1,7,1,3.706272,2020-2025,25322.36328,791.40684
432,2025,CA,CDF,RIDGE,5/6/2025,5/6/2025,2,1,1,3.599587,2020-2025,24416.98828,985.3482589
433,2025,CA,BLM,COTTON,5/25/2025,5/26/2025,14,7,1,3.553523,2020-2025,21804.01563,585.7032532
434,2025,CA,CCO,CHESTER,7/25/2025,7/25/2025,11,1,1,3.531665,2020-2025,21594.97656,812.4705514
435,2025,CA,CCO,BELLA,6/9/2025,6/10/2025,14,1,1,3.531122,2020-2025,21688.89453,986.1565101
436,2025,CA,LRA,SALINAS,6/12/2025,6/12/2025,14,1,1,3.421595,2020-2025,20997.80469,730.0191955
437,2025,CA,BLM,AIRPORT,7/10/2025,,14,7,1,3.415518,2020-2025,20720.23438,865.7621116
438,2025,CA,CCO,ANGLER,5/27/2025,5/27/2025,14,1,1,3.393137,2020-2025,20809.84766,820.3532078
439,2025,CA,BLM,R-12 RAMHORN,8/25/2025,8/26/2025,1,7,1,3.287001,2020-2025,23173.02344,784.1391517
440,2025,CA,CDF,RIVER,5/11/2025,5/11/2025,9,7,1,3.136678,2020-2025,18954.67578,723.8805203
441,2025,CA,CCO,TEMBLOR,10/21/2025,10/21/2025,14,1,1,3.049498,2020-2025,18622.40234,836.7428678
442,2025,CA,LRA,MORNING,5/22/2025,5/22/2025,14,1,1,3.048534,2020-2025,18603.6875,550.8032485
443,2025,CA,LRA,VINEYARD,8/28/2025,8/28/2025,10,7,1,2.947665,2020-2025,18056.95313,707.6653281
444,2025,CA,CDF,5-2,9/2/2025,9/3/2025,1,3,1,2.83722,2020-2025,18522.23047,666.4790363
445,2025,CA,USF,BLUE,9/24/2025,9/24/2025,10,8,1,2.644855,2020-2025,15711.16016,827.0334749
446,2025,CA,CDF,HUDSON,6/21/2025,6/21/2025,7,1,1,2.64297,2020-2025,16500.47266,528.5083047
447,2025,CA,BLM,DEEP,8/21/2025,8/21/2025,10,7,1,2.618863,2020-2025,18345.81641,600.0945502
448,2025,CA,CDF,RIVER 2,7/5/2025,7/5/2025,7,1,1,2.604827,2020-2025,15879.80469,531.847124
449,2025,CA,BLM,R-5 BRANHAM,8/24/2025,8/25/2025,1,7,1,2.583243,2020-2025,18217.50391,854.8527006
450,2025,CA,USF,ISLAND,8/26/2025,8/27/2025,1,8,1,2.579151,2020-2025,17760.07031,680.3888441
451,2025,CA,CDF,GILARDI,7/1/2025,7/1/2025,2,1,1,2.422497,2020-2025,14769.16016,509.2571328
452,2025,CA,CCO,OIL,3/21/2025,3/21/2025,14,1,1,2.282036,2020-2025,13843.28516,627.9988985
453,2025,CA,CDF,BERNICE,4/28/2025,4/28/2025,5,1,1,2.279337,2020-2025,14184.85156,710.4696451
454,2025,CA,LRA,JANSS,10/21/2025,10/21/2025,14,7,1,2.276464,2020-2025,13488.74609,758.3126403
455,2025,CA,CDF,VASQUEZ,7/7/2025,7/7/2025,10,5,1,2.226086,2020-2025,13957.49219,618.1930717
456,2025,CA,CDF,FOOTHILL,9/16/2025,9/16/2025,7,1,1,2.182911,2020-2025,14982.99609,668.0950808
457,2025,CA,CDF,POZO,1/22/2025,1/22/2025,5,7,1,2.182649,2020-2025,13295.58984,445.5128452
